"","Estimate","Cluster s.e.","t value","Pr(>|t|)"
"relevel(as.factor(first_year), ""1997"")1995",29.2874201602411,19.0004449331908,1.54140707037236,0.161787384278777
"relevel(as.factor(first_year), ""1997"")1996",39.2495569286333,26.6590381172112,1.4722795607278,0.179161016765374
"relevel(as.factor(first_year), ""1997"")1998",59.3123063252203,24.0091766009894,2.47040151817518,0.0386862254380348
"relevel(as.factor(first_year), ""1997"")1999",-15.3494424534945,35.3426951883297,-0.434303110492914,0.675544086801138
"relevel(as.factor(first_year), ""1997"")2000",39.7235241938784,32.3341199036028,1.22853271752272,0.254159220364937
"relevel(as.factor(first_year), ""1997"")2001",113.997397237097,46.4348340701154,2.45499740701051,0.0396266881855604
"relevel(as.factor(first_year), ""1997"")2002",224.956067920093,74.896612205345,3.0035546508209,0.016979453936192
"relevel(as.factor(first_year), ""1997"")2003",120.466968651642,65.2834077155963,1.84529228585079,0.102212315508084
"relevel(as.factor(first_year), ""1997"")2004",149.118169766044,91.8927740806091,1.62274097455406,0.143301360537531
"relevel(as.factor(first_year), ""1997"")2005",134.608094071339,61.4819986279472,2.18939034311339,0.0599779707831679
"relevel(as.factor(first_year), ""1997"")2006",61.7877290539661,126.820393694048,0.487206570285752,0.639180901192899
"relevel(as.factor(first_year), ""1997"")2007",-63.3402774698836,62.8610955977777,-1.00762286860496,0.343136679993904
"relevel(as.factor(first_year), ""1997"")2008",-103.880250298223,90.2365026851848,-1.15119987152692,0.282892544485049
"relevel(as.factor(first_year), ""1997"")2009",175.84841357136,97.1037944012589,1.81093246309931,0.107736833717428
"relevel(as.factor(first_year), ""1997"")2010",115.656572852372,132.150846315507,0.875186017168925,0.406980096691491
"relevel(as.factor(first_year), ""1997"")2011",-19.690649951698,186.759317186395,-0.105433293761969,0.918627664680671
"relevel(as.factor(first_year), ""1997"")2012",286.111850018559,82.871180069401,3.45248914977382,0.00866299883118307
"relevel(as.factor(first_year), ""1997"")2013",252.604977607085,107.274944106101,2.35474350242722,0.0463368752752389
"relevel(as.factor(first_year), ""1997"")2014",76.4771630864141,143.444790534191,0.533147023336378,0.608419964995
"relevel(as.factor(first_year), ""1997"")2015",400.519550513935,112.316776665743,3.56598152478938,0.00733649090823997
"relevel(as.factor(first_year), ""1997"")2016",585.677594656593,76.1158312993513,7.69455689649131,5.77278113591314e-05
"relevel(as.factor(first_year), ""1997"")2017",626.386700713304,207.617829726716,3.01701786179832,0.0166348259403491
"relevel(as.factor(first_year), ""1997"")2018",564.498958144289,94.3210250458865,5.98486878052549,0.00032889731481255
"relevel(as.factor(first_year), ""1997"")2019",573.970643977169,71.4651924053544,8.03147133112826,4.24509037415053e-05
"relevel(as.factor(first_year), ""1997"")2020",511.124669105288,126.081214555473,4.05393199064087,0.00366415753646364
"GETrue",-233.89390613137,112.155195990991,-2.08544868621297,0.0705153355980515
"height",-0.781597098479841,4.01748266867529,-0.194548965842226,0.850595738618193
"lodging_comb",16.4668028145608,34.0031124901616,0.484273397599272,0.641171278682961
"height_d",-1.14857979143807,12.4014030889692,-0.0926169227141488,0.92848525591532
"lodging_comb_d",100.757055784246,67.066435674267,1.50234696046186,0.17140915695115
"seed_treated",24.3471650332419,9.78880761828203,2.48724522767921,0.0376836781396422
"scn_resist",16.2810067884232,35.6776426415009,0.456336393971413,0.660281761098552
"tmin_5",-63380.0287306117,201709.069276911,-0.314215067065735,0.76139547579831
"tmin_6",-173377.576148176,229545.786485811,-0.755307160294544,0.47171430827328
"tmin_7",-451900.128926845,296383.840145104,-1.52471244284305,0.165838814260842
"tmin_8",773545.053135373,171588.603980683,4.50813769207223,0.00198067836328602
"tmin_9",-218256.305601908,193704.621892302,-1.12674805314277,0.292509265661198
"tmax_5",-63477.1950098757,201709.361667851,-0.314696325867124,0.761043288428982
"tmax_6",-173593.158751853,229573.797430187,-0.756154058934545,0.471234057187192
"tmax_7",-451799.054601105,296391.224401611,-1.52433343974084,0.165931839881906
"tmax_8",773709.264496532,171616.443511087,4.50836323528956,0.00198008840689135
"tmax_9",-218252.103490751,193701.2842931,-1.12674577397485,0.292510174147927
"tmean_5",126865.023756822,403409.402195642,0.314482069744363,0.761200074714691
"tmean_6",347032.3490395,459121.00077037,0.75586250347339,0.471399353206259
"tmean_7",903703.48821499,592785.262966021,1.52450397247273,0.165889977135128
"tmean_8",-1547258.19195869,343199.054546064,-4.50834048481047,0.00198014790697902
"tmean_9",436477.197416278,387386.120863752,1.12672389099296,0.292518896919598
"ppt_may",90.4877940943625,71.1931469633494,1.27101832063901,0.239432112680965
"ppt_june",-19.2137096362095,39.6985139339701,-0.483990651845744,0.641363306489636
"ppt_july",-51.7577623295297,35.4880179697159,-1.45845739747139,0.18282800846878
"ppt_aug",-9.74629876689932,23.3133967388295,-0.418055716036712,0.686902267351412
"ppt_sept",8.32499738339595,35.942429378206,0.231620330829499,0.82264747188158
"ppt_may_sqr",-9.93875186910463,6.55094056615911,-1.51714883820597,0.167704171373436
"ppt_june_sqr",3.64124468746376,3.03951023626231,1.19797085860168,0.265213124992139
"ppt_july_sqr",8.4416573621684,3.51064398547756,2.40458941353464,0.0428686087209025
"ppt_aug_sqr",3.54323408588953,2.25410692889298,1.57190151029332,0.154616848326197
"ppt_sept_sqr",1.01727446282137,2.82051740005476,0.360669451215449,0.727684405460824
"relevel(as.factor(first_year), ""1997"")1995:GETrue",81.4393864595716,145.253454371845,0.56067091011198,0.590374540923036
"relevel(as.factor(first_year), ""1997"")1996:GETrue",247.26127881336,145.738118123397,1.69661363819727,0.128208183204315
