"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",543.836889789482,26.9755226572689,20.1603837930806,1.72801665117344e-84
"relevel(as.factor(first_year), ""1997"")1995",108.123582474276,49.4142359644045,2.18810592461984,0.0287446186738928
"relevel(as.factor(first_year), ""1997"")1996",48.1352521844617,48.6705948760833,0.989000695533214,0.32274862399895
"relevel(as.factor(first_year), ""1997"")1998",1.54973000007049,37.2416889652419,0.0416127743700581,0.966810369270293
"relevel(as.factor(first_year), ""1997"")1999",-323.491620134763,33.5147365683129,-9.65222028451253,1.04699351969365e-21
"relevel(as.factor(first_year), ""1997"")2000",108.837935367487,33.1170773050914,3.28645956177885,0.00102712690688989
"relevel(as.factor(first_year), ""1997"")2001",13.9708473484837,33.7015576451188,0.414546042518221,0.678506147659685
"relevel(as.factor(first_year), ""1997"")2002",-126.199561909751,35.2406752294369,-3.58107672705246,0.000348027872615795
"relevel(as.factor(first_year), ""1997"")2003",-305.608626992968,33.5451416727456,-9.11036924435664,1.52669593176248e-19
"relevel(as.factor(first_year), ""1997"")2004",-128.732851651883,35.0973264033895,-3.6678819968307,0.000249141917113913
"relevel(as.factor(first_year), ""1997"")2005",-20.0359043357096,34.8252500022804,-0.575326934749863,0.565116636411954
"relevel(as.factor(first_year), ""1997"")2006",-52.9415647084323,38.0599120940332,-1.39100596390321,0.16433461588042
"relevel(as.factor(first_year), ""1997"")2007",-21.2669205284872,37.3953054251766,-0.568705624588082,0.56960173563631
"relevel(as.factor(first_year), ""1997"")2008",13.577668709137,37.8007486324004,0.359190471098212,0.719479805012772
"relevel(as.factor(first_year), ""1997"")2009",-115.527928023778,37.8857464986768,-3.04937710618457,0.00231471692918768
"relevel(as.factor(first_year), ""1997"")2010",-121.258348857648,37.7170958574733,-3.2149439425523,0.00131960203479779
"relevel(as.factor(first_year), ""1997"")2011",483.487323524118,39.929343552769,12.108571804722,6.28563871294654e-33
"relevel(as.factor(first_year), ""1997"")2012",393.856510123392,39.6901083891359,9.92329137179175,7.8447388097426e-23
"relevel(as.factor(first_year), ""1997"")2013",560.866605986715,45.8810514238633,12.2243625326991,1.63495642732171e-33
"relevel(as.factor(first_year), ""1997"")2014",754.222793460938,43.7533433747043,17.2380608037599,2.35934327455797e-63
"relevel(as.factor(first_year), ""1997"")2015",536.653523475051,42.5919306656917,12.5998872342111,1.91853137393593e-35
"relevel(as.factor(first_year), ""1997"")2016",655.702949370676,42.2410741566529,15.5228758373656,3.48449653696678e-52
"relevel(as.factor(first_year), ""1997"")2017",587.9715608873,43.1509176403876,13.625934117725,5.59787027231239e-41
"relevel(as.factor(first_year), ""1997"")2018",290.872818598233,45.3604960502775,6.41246996672678,1.67585787657735e-10
"relevel(as.factor(first_year), ""1997"")2019",415.961730232043,41.744452155689,9.96447932004672,5.26132538448706e-23
"relevel(as.factor(first_year), ""1997"")2020",599.54494989777,47.3297931194755,12.6673900387506,8.52095711980919e-36
