"","Estimate","Std. Error","t value","Pr(>|t|)"
"relevel(as.factor(first_year), ""1997"")1996:GETrue",246.708506146339,421.364892634501,0.585498484707264,0.558218234107038
"relevel(as.factor(first_year), ""1997"")1998:GETrue",401.633329544011,123.127766575048,3.26192329087048,0.00110817575451675
"relevel(as.factor(first_year), ""1997"")1999:GETrue",420.962425568626,121.150907339883,3.47469478200139,0.000512361091590267
"relevel(as.factor(first_year), ""1997"")2000:GETrue",380.630397377999,119.121701663321,3.19530691774193,0.00139867599336959
"relevel(as.factor(first_year), ""1997"")2001:GETrue",310.072611534459,125.815625308196,2.46450002354565,0.0137275903696118
"relevel(as.factor(first_year), ""1997"")2002:GETrue",101.491221702329,129.583392145879,0.783211644807656,0.433510768093613
"relevel(as.factor(first_year), ""1997"")2003:GETrue",365.768911771988,126.448772649935,2.892625243462,0.00382389157085699
"relevel(as.factor(first_year), ""1997"")2004:GETrue",459.224808263485,131.416673352275,3.49441814763101,0.000475974999800619
"relevel(as.factor(first_year), ""1997"")2005:GETrue",472.794232673931,130.217884323214,3.63079338242363,0.000283154369635612
"relevel(as.factor(first_year), ""1997"")2006:GETrue",483.894062316851,148.920147124437,3.249352566866,0.00115831338120992
"relevel(as.factor(first_year), ""1997"")2007:GETrue",945.024819628708,133.161906368401,7.09681053239232,1.31312607166449e-12
"relevel(as.factor(first_year), ""1997"")2008:GETrue",933.868968049251,135.306428378128,6.90188174533329,5.26293832789285e-12
"relevel(as.factor(first_year), ""1997"")2009:GETrue",616.572469997987,127.146187324729,4.84931937772754,1.24681408291139e-06
"relevel(as.factor(first_year), ""1997"")2010:GETrue",899.585996320833,132.81249643605,6.77335356582194,1.28815158079822e-11
"relevel(as.factor(first_year), ""1997"")2011:GETrue",783.76152659544,159.028544289516,4.92843300614374,8.34583967523339e-07
"relevel(as.factor(first_year), ""1997"")2012:GETrue",618.767725970097,132.404058929626,4.67332898230088,2.98007064282588e-06
"relevel(as.factor(first_year), ""1997"")2013:GETrue",800.035159292549,146.409059749711,5.46438287808297,4.69259500611896e-08
"relevel(as.factor(first_year), ""1997"")2014:GETrue",610.723693048472,143.591856305004,4.25319171131288,2.11563260200141e-05
"relevel(as.factor(first_year), ""1997"")2015:GETrue",652.19743614511,130.964382284455,4.97996038898984,6.40498741867293e-07
"relevel(as.factor(first_year), ""1997"")2016:GETrue",461.916720966642,145.553480256479,3.17351890283008,0.00150798001809625
"relevel(as.factor(first_year), ""1997"")2017:GETrue",430.552090066,181.575860686953,2.37119674629161,0.0177386432242714
"relevel(as.factor(first_year), ""1997"")2018:GETrue",484.145627613275,148.700197556264,3.25585060120776,0.0011321403083549
"relevel(as.factor(first_year), ""1997"")2019:GETrue",597.223193297798,146.335679650612,4.08118645243398,4.49550700044312e-05
"relevel(as.factor(first_year), ""1997"")2020:GETrue",645.226812355401,183.786709641844,3.51073705826059,0.00044770718769135
