"","Estimate","Cluster s.e.","t value","Pr(>|t|)"
"relevel(as.factor(first_year), ""1997"")1995",-53.5642419904255,36.4690127077165,-1.46876040817776,0.162556074431609
"relevel(as.factor(first_year), ""1997"")1996",53.8407081137142,20.8992580737973,2.57620188829658,0.0210731242215146
"relevel(as.factor(first_year), ""1997"")1998",-75.8338362253502,33.274573601209,-2.27903254701947,0.0377205273243941
"relevel(as.factor(first_year), ""1997"")1999",-80.1143049290368,47.2100619219537,-1.69697521391689,0.110347306866969
"relevel(as.factor(first_year), ""1997"")2000",6.98520140973998,63.0740235976914,0.110746088663918,0.91328590899334
"relevel(as.factor(first_year), ""1997"")2001",175.416443696723,64.7120022747845,2.7107250205589,0.0161084800721169
"relevel(as.factor(first_year), ""1997"")2002",225.412863827419,74.0771010100892,3.04294931569632,0.008220832477183
"relevel(as.factor(first_year), ""1997"")2003",207.408145974479,73.7697378365162,2.81156138082155,0.0131492983242836
"relevel(as.factor(first_year), ""1997"")2004",225.882049622059,62.3816967247246,3.62096674957114,0.00251517072239056
"relevel(as.factor(first_year), ""1997"")2005",145.04182778901,64.8992001284027,2.23487851163105,0.041062498963185
"relevel(as.factor(first_year), ""1997"")2006",146.739631997428,54.3701010172885,2.69890305980429,0.0164950266629117
"relevel(as.factor(first_year), ""1997"")2007",-76.0562621662826,70.2256627213754,-1.08302662045413,0.295899519486901
"relevel(as.factor(first_year), ""1997"")2008",71.6896496865041,71.8255579834447,0.998107800332412,0.334056995880856
"relevel(as.factor(first_year), ""1997"")2009",221.869204057461,55.8761516252879,3.97073165570424,0.00123045949418097
"relevel(as.factor(first_year), ""1997"")2010",129.252698508189,69.2346525409208,1.86687870545454,0.0815880194429486
"relevel(as.factor(first_year), ""1997"")2011",183.37591396755,101.107013934641,1.81368143347692,0.0897804452578163
"relevel(as.factor(first_year), ""1997"")2012",96.8153382457618,64.4378961925583,1.50245963891265,0.153736787955091
